title,videoIDS,video_description,publishedDate,likes,dislikes,views,comment
Continuous Casting Process,6WIABd84404,"Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T10:52:43Z,271,16,23537,15
Moulding Sands Properties,8RUXvdsgsyg,"Uploaded on Feb 15, 2017
Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T09:47:19Z,105,8,9607,10
Design of Gating System-2,8_zfoGyH4w8,"Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T10:24:48Z,141,9,14082,19
Solidification,8pGj_ETreqM,"Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T10:37:02Z,291,10,28263,13
"Shakeout, Fettling and Finishing",9R19vNE1w2c,"Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T11:00:17Z,20,1,2837,1
Design of Risering System-5,COjlVwYvb4s,"Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T10:21:09Z,26,0,3833,0
Overview of different casting processes-2,CmbjOZxP3BM,"Uploaded on Feb 15, 2017
Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T09:33:14Z,61,4,8009,5
Moulding Sands and Design-1,DF-CBYioA_c,"Uploaded on Feb 15, 2017
Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T09:41:51Z,66,4,8422,2
Steps Involved in Making a Sand Casting,GGe8RhRTUQg,"Uploaded on Feb 15, 2017
Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T10:00:27Z,107,3,8721,11
Melting Furnaces and Practice,GUctNyh1FR0,"Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T10:30:49Z,343,11,23218,20
Patterns and Allowances,H78qWl4sf54,"Uploaded on Feb 15, 2017
Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T09:57:14Z,397,15,29634,27
Cast Irons and Steels,He4bek-XcLc,"Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T10:39:06Z,490,25,36544,29
"Inspection, Testing and Quality Control",Jfx0ITTPwfw,"Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T11:02:38Z,1143,60,102347,29
Design of Risering System-2,MMhcyzd8Y3M,"Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T10:09:19Z,55,2,7618,6
Design of Risering System-1,NDEC_sGRNaM,"Uploaded on Feb 15, 2017
Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T10:05:07Z,182,5,18432,6
Treatment of Molten Metal,OrwU2ehh3g4,"Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T10:32:56Z,81,2,5588,4
Die Casting Process-I,P1G2EwbRnw0,"Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T10:44:41Z,433,21,38785,15
Investment Casting Process-II,Sr7xZo0F86I,"Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T10:51:05Z,51,1,6067,1
Centrifugal Casting Process,U81LJAdzFsY,"Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T10:54:38Z,239,16,19434,7
Vacuum Sealed Moulding and Squeeze Casting,ZSie37pNqak,"Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T10:58:16Z,52,3,5430,3
Investment Casting Process-I,ZqjBeZX0IBg,"Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T10:49:06Z,58,3,6648,3
Overview of different casting processes-3,bHK6V1DVi_Y,"Uploaded on Feb 15, 2017
Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T09:35:57Z,51,1,5589,5
Sand Casting Defects-2,c0bEeWzUPQ8,"Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T10:29:07Z,87,5,9234,1
Design of Gating System-1,few7fUuF0pE,"Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T10:22:57Z,340,17,31719,24
Moulding Sand Properties Testing,gOms0cwsK3Y,"Uploaded on Feb 15, 2017
Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T09:50:45Z,277,12,20520,12
Fluidity of Molten Metal,kA0IKLbildg,"Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T10:34:53Z,65,2,5569,2
Design of Risering System-3,oHEmKVsbO2E,"Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T10:14:31Z,27,0,4862,1
Die Casting Process-II,p581wiEfLFI,"Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T10:47:10Z,54,1,5335,6
Moulding Sands and Design-2,vMLApxkczlw,"Uploaded on Feb 15, 2017
Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T09:44:30Z,46,0,4714,4
Aluminum and Magnesium Cast Alloys,yVvYWLJqVig,"Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T10:41:09Z,206,14,18629,17
Design Consideration and Economics,z-PvJ7Yk3oU,"Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T11:04:44Z,67,3,6960,2
Cores & Core Sands,zolk3B4kYXI,"Uploaded on Feb 15, 2017
Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T09:54:22Z,147,7,13782,8
Overview of different casting processes-1,zvc5OoYPL7M,"Uploaded on Feb 15, 2017
Lecture Series on Metal Casting by Dr. D. Benny Karunakar, Department of Mechanical and Industrial Engineering, IIT Roorkee. For more details on NPTEL visit http://nptel.iitm.ac.in",2017-02-15T09:30:39Z,144,4,16546,13
ARICENT FEEDBACK 2016 DURING SPOC@IITMADRAS,CGyR7N0EskE,,2017-01-13T09:55:46Z,28,0,5106,3
NPTEL Workshop Part 04,8IrMZnX3u2Y,,2016-12-29T08:05:55Z,10,0,2273,1
NPTEL Workshop Part 03,LBYLMT6GJqU,,2016-12-29T07:52:22Z,9,2,1856,0
NPTEL Workshop Part 02,TjQXD745-Tk,,2016-12-29T07:41:45Z,26,1,4171,3
"NPTEL Workshop Part 01 December  19,2015",iTxYzn62lzM,,2016-12-29T07:26:31Z,12,1,2144,1
"NPTEL Faculty Workshop - IIT Madras - 21 Dec, 2016",c0NgX5KCQWY,,2016-12-23T12:44:07Z,135,5,17812,14
"NPTEL SPOC Workshop - IIT Madras - Dec 17, 2016",masb7g1QYos,,2016-12-23T09:32:44Z,42,6,4570,0
NPTEL : NOC Exam Feedback : Compiled,o3YkqsLZ2qA,,2016-11-28T12:36:59Z,13,3,3611,1
NPTEL : NOC Exam Feedback : DMI College of Engineering,DZYovUu6UL0,,2016-11-29T04:08:51Z,31,7,5335,4
NPTEL : NOC Exam Feedback : Sanjay Runguta Group of Colleges,_WDwLwUPQRM,,2016-11-28T13:23:21Z,23,12,5072,1
NPTEL : NOC Exam Feedback : Sanaka Educational Trust Group of Education,LAN3MKYwzoc,,2016-11-28T13:22:26Z,4,5,2170,1
NPTEL : NOC Exam Feedback : Jawaharlal College of Engineering Kerala,EbEXjXZ81BI,,2016-11-28T12:42:54Z,7,4,3244,0
3D beam element; plate element; imperfection sensitive structures; beams on elastic foundations; rin,2A3Tffp6TdQ,,2016-10-03T07:21:54Z,3,0,492,0
FRF-s and damping models-1,2_oiU6_pj7c,,2016-10-03T07:03:04Z,3,0,1267,0
Mathematical preliminaries and terminologies; Euler’s forward and backward difference methods.,2hojOlW1xik,,2016-10-03T07:06:05Z,5,1,931,0
Dynamic analysis of stability and analysis of time varying systems,5PozPzaztCk,,2016-10-03T07:23:02Z,4,0,722,0
FE modelling of planar structures (continued),7ke4DDumtm8,,2016-10-03T07:02:27Z,24,2,5351,0
Plate bending elements (continued),96kUav0wK9w,,2016-10-03T07:13:52Z,7,1,801,0
Material damping models. Dynamic stiffness and transfer matrices,9Yx6eS16EZo,,2016-10-03T07:04:18Z,3,0,892,0
Equations of motion for continuous systems and Rayleigh’s quotient,BtyD2dBJF9Q,,2016-10-03T06:59:21Z,15,1,3187,1
Rayleigh Ritz method and method of weighted residuals,CW1SiVvrVKY,,2016-10-03T06:59:59Z,9,0,2213,0
FE modelling of vehicle structure interactions,CvusJu0V2KU,,2016-10-03T07:25:07Z,1,0,637,0
Second order implicit methods,Gc6CbwlkD8k,,2016-10-03T07:07:17Z,7,0,926,0
3D frames,Gw6b0tQlZwU,,2016-10-03T07:05:31Z,11,1,1160,0
Inverse response sensitivity analysis (continued),JO-PFvqK0bw,,2016-10-03T07:26:49Z,4,0,797,0
FRF-s and damping models-2,Jyy-dyTflD4,,2016-10-03T07:03:39Z,2,0,696,0
FEM: motivations. Analysis of axially vibrating rods and Euler-Bernoulli beams,LOimI2jiGX4,,2016-10-03T07:00:37Z,9,0,1670,1
Dynamic analysis of stability and analysis of time varying systems.,R7yKo0TzW6E,,2016-10-03T07:24:09Z,3,0,573,0
Equations of motion using Hamilton’s principle,RRB83Z1zyCU,,2016-10-03T06:58:47Z,109,1,18343,5
mod10lec40,RTPMZiB3q5g,,2016-10-03T07:29:39Z,15,0,3374,0
Introduction (continued),RyybeP5G_Fo,,2016-10-03T07:17:39Z,5,0,653,0
Plane stress models (continued),WGQZaBGpujE,,2016-10-03T07:10:46Z,27,2,2439,3
mod10lec38,WQt4Kp1M5xQ,,2016-10-03T07:28:14Z,4,2,1612,2
Introduction,Xlq-fSrq6JI,,2016-10-03T07:16:43Z,10,0,741,0
Energy conservation. Nonlinear systems.,XrzP7qddoPo,,2016-10-03T07:07:52Z,4,0,560,0
Axisymmetric models. Plate bending elements.,Y1TwWju33IU,,2016-10-03T07:12:46Z,4,0,826,0
Beam elements. Reference systm. Assembly of matrices. Imposition of BCS. Final equation of motion.,YMEAVi6xIwM,,2016-10-03T07:01:13Z,8,0,1143,0
Plate bending elements [continued],Yo6ixyxcfpU,,2016-10-03T07:15:47Z,2,0,493,1
"Nonlinear dynamical systems, fixed points and bifurcations",c7mfGpciApo,,2016-10-03T07:18:41Z,9,0,1462,0
mod10lec37,eOoj5_8-iVY,,2016-10-03T07:27:28Z,6,0,990,0
FEM for stability analysis. Euler-Bernoulli beam and general formulations,fWOa8re0CLk,,2016-10-03T07:20:51Z,12,2,2421,0
Substructuring schemes,gxL14_6oWEM,,2016-10-03T07:09:06Z,5,0,659,0
Model reduction schemes,hxzY9QJ0TLQ,,2016-10-03T07:08:31Z,10,1,1282,0
3d Solid element,jgf4qCUAPNw,,2016-10-03T07:11:46Z,5,0,533,0
Twisting of circular bars and rectangular bars. Analysis of grids,knVTRzj4k3Y,,2016-10-03T07:04:56Z,4,0,985,0
Energy methods in stability analysis,koyJnUB2qzM,,2016-10-03T07:19:46Z,6,0,649,0
mod10lec39,nLcROi4xw2M,,2016-10-03T07:29:04Z,3,0,1454,0
Plate bending elements (continued).,pZZm1ZxVoS4,,2016-10-03T07:14:54Z,3,0,605,0
Forward and backward Euler method. Central difference method,q6fJA5OApdo,,2016-10-03T07:06:38Z,6,0,671,0
Plane stress models,qzDrw8Gm2KQ,,2016-10-03T07:09:53Z,10,0,2124,0
Inverse response sensitivity analysis,spsadW4p7xc,,2016-10-03T07:25:57Z,6,0,737,0
FE modelling of planar structures,xfNcnKaCEmM,,2016-10-03T07:01:49Z,3,0,1035,0
NPTEL : NOC Exam Feedback : Manakula Vinayagar Institute of Technology,CBnj1_i7YQ0,,2016-09-30T09:10:55Z,37,2,5657,2
NPTEL : NOC Exam Feedback : Dhanalakshmi College of Engineering,zL17WmcGW_A,,2016-09-30T08:59:21Z,28,4,4991,1
NPTEL : NOC Exam Feedback : Kathir College of Engineering,WXnNjBU7vVQ,,2016-09-30T09:06:39Z,11,0,1817,0
NPTEL : NOC Exam Feedback : PSR College of Engineering,AKOMqsIa3yY,,2016-09-30T08:47:52Z,36,5,5238,1
Mod-03 Lec-03 Introduction and Fundamental Concepts - III,eqpc_ayjjP4,,2016-09-28T05:01:27Z,414,18,76864,45
Electronics   Nanoelectronics Devices and Materials mod12lec40,FGvNqdGXLuo,,2016-08-31T11:38:59Z,14,4,3402,3
Electronics   Nanoelectronics Devices and Materials mod13lec41,DvDz7j6-7HM,,2016-08-31T11:39:48Z,10,0,2155,0
Electronics   Nanoelectronics Devices and Materials mod11lec38,6Y_Lr1uUli0,,2016-08-31T11:37:27Z,9,3,1312,0
Electronics   Nanoelectronics Devices and Materials mod11lec37,BzvCGzmbFA8,,2016-08-31T11:36:25Z,5,1,1268,1
Electronics   Nanoelectronics Devices and Materials mod12lec39,4niUbiQb_Y4,,2016-08-31T11:38:15Z,12,0,1346,0
Electronics   Nanoelectronics Devices and Materials mod11lec36,0_B6C9CBSsk,,2016-08-31T11:34:55Z,4,1,1578,0
Electronics   Nanoelectronics Devices and Materials mod10lec35,nnq5asbB_Ow,,2016-08-31T11:34:15Z,20,1,2346,0
Electronics   Nanoelectronics Devices and Materials mod10lec34,O_69szmgasI,,2016-08-31T11:33:40Z,4,0,917,0
Electronics   Nanoelectronics Devices and Materials mod10lec33,Oq5TweDVyKQ,,2016-08-31T11:33:05Z,15,1,1253,0
Electronics   Nanoelectronics Devices and Materials mod10lec32,YCyNUp5hnxQ,,2016-08-31T11:29:37Z,7,1,1565,0
Introduction to Nanomaterials,tZjUIvwjKn4,,2016-08-31T11:29:02Z,15,0,1914,1
Hetero-junctions and High Electron Mobility Transistors (HEMT),l7h-XyU0E_4,,2016-08-31T11:28:24Z,11,1,1240,0
GaAs MESFETs: Enhancement and depletion types . Velocity Overshoot effcts in GaAs MESFETs,GFcC-FlCicQ,,2016-08-31T11:27:48Z,5,0,1195,0
Compound semiconductors and hetero junction FETsfor high performance,PPhJfLF0nKM,,2016-08-31T11:27:10Z,5,0,836,0
Germanium MOSFT technology and recent results on surface passivated Ge MOSFETS,PyHRtR4y6x0,,2016-08-31T11:26:33Z,2,0,695,0
Germanium as an alternate to silicon for high performance MOSFETs and the challenges in Germanium Te,P80knT7Eq94,,2016-08-31T11:26:03Z,5,1,922,0
Effect of Interface states and Fermi level pinning on MS contacts on Si and passivation techniques f,wb3wDTrr9dM,,2016-08-31T11:25:22Z,9,0,1310,0
Rectifying and Ohmic contacts and challenges in MS unction source drain MOSFET Technology,KSbrjlFr9wc,,2016-08-31T11:24:46Z,2,0,927,2
Need for MS contact Source/Drain Junction in Nano scale MOSFETs,y1Kx03evxPI,,2016-08-31T11:24:10Z,5,1,986,0
"Sub-threshold Slope & SCE suppression in FD SOI MOSFET, Volume Inversion and Ultra thin (UTFD) SOI M",7-E1_n1OKY8,,2016-08-31T11:23:34Z,8,1,1509,1
FD SOI MOSFET: Operation Modes and Threshold Voltages and Electric Fields,WkpcE2RwrZg,,2016-08-31T11:22:35Z,21,5,2596,0
"SOI MOSFET structures, Partially Depleted (PD)and Fully Depleted (FD) SOIMOSFETs",d-IwsnAL1xk,,2016-08-31T11:21:41Z,35,2,3842,3
SOI Technology and comparisons with Bulk Silicon CMOS technology,_h6CSuwWqYg,,2016-08-31T11:21:03Z,15,0,3265,1
"Velocity Saturation, Ballistic transport, and Velocity Overshoot Effects and Injection Velocity",cf3GbcoABQE,,2016-08-31T11:20:25Z,12,0,1441,0
Interface state density effects on “S”. Short Channel Effects (SCE) and Drain Induced Barrier Loweri,P_WAn0uZ70E,,2016-08-31T11:19:47Z,5,0,1306,0
"MOSFET Analysis, sub-threshold swing “S”",2GUhefYmeX8,,2016-08-31T11:19:12Z,18,1,2431,0
MOS Parameter Extraction from I-V Characteristics,EVYbvvgnLik,,2016-08-31T11:18:38Z,12,0,1909,0
MOS Parameter Extraction from C-V Characteristics,q9hpHrvVCHY,,2016-08-31T11:17:58Z,19,0,1868,0
Effect of non idealities on C-V,466WInixn9M,,2016-08-31T11:17:19Z,7,0,1624,0
Ideal MOS C-V Characteristics,mwfVPt_XVeM,,2016-08-31T11:16:43Z,18,0,2226,1
Industrial CMOS Technology,FdXam7fkXA0,,2016-08-31T11:16:09Z,4,1,1420,0
Metal gate transistor,th-Bl_x_yjw,,2016-08-31T11:15:36Z,6,1,1506,0
High-k gate dielectrics,0jOF9zHjHzE,,2016-08-31T11:15:01Z,13,0,2093,1
Gate oxide scaling and reliability,BGa2qcK7-Go,,2016-08-31T11:14:26Z,12,1,2244,0
CMOS Process Flow,NfBR6uVUvm0,,2016-08-31T11:13:46Z,11,0,2136,3
Channel and Source/Drain Engineering,vyeoK05l8tY,,2016-08-31T11:13:11Z,19,0,2613,0
Drain Induced Barrier Lowering,jSYRi32Im7k,,2016-08-31T11:12:34Z,32,0,3421,12
Subthreshold Conduction,lIJj5JAqZ-c,,2016-08-31T11:11:57Z,22,0,4056,2
Short Channel Effects,6Yxz4gJYDWw,,2016-08-31T11:11:19Z,28,1,5399,17
CMOS Scaling Theory,LiQopuaJsV8,,2016-08-31T11:10:34Z,58,2,8551,16
Introduction to Nanoelectronics,wdNFCWLuC10,,2016-08-31T11:09:52Z,128,6,21495,4
Mod-13 Lec 33 Global Regular Functions on Projective Varieties are Simply the Constants,zn77pSkvi9s,,2016-08-26T10:45:26Z,14,0,1122,1
Mod-13 Lec 34 The d-Uple Embedding and the Non-Intrinsic Nature  of the Homogeneous Coordinate Ring,zpKPp5ozAU0,,2016-08-26T10:50:22Z,13,0,2221,1
Mod-15 Lec 39 Why Local Rings Provide Calculus Without Limits for Algebraic Geometry Pun Intended!,-03WiXf687k,,2016-08-26T11:16:09Z,21,1,1287,0
Mod-14 Lec 36 The Importance of Local Rings,MEyPcwMBqqA,,2016-08-26T11:00:09Z,13,1,1350,2
Mod-14 Lec 35 The Importance of Local Rings - A Morphism is an Isomorphism,eouz_gZF5SQ,,2016-08-26T10:55:53Z,10,0,979,0
Mod-14 Lec 37 Geometric Meaning of Isomorphism of Local Rings,eueMaSU2oRo,,2016-08-26T11:04:46Z,7,0,1062,0
Mod-15 Lec 42 Any Variety is a Smooth Hypersurface On an Open Dense Subset,iLhwIXxf7bY,,2016-08-26T11:30:17Z,12,0,1434,6
Mod-12 Lec 31 The Field of Rational Functions or Function Field of a Variety,iYNMR0JthMA,,2016-08-26T10:35:18Z,20,0,1910,0
Mod-15 Lec 41 Any Variety is a Smooth Manifold with or without Non-Smooth Boundary,si24lvd-f_M,,2016-08-26T11:26:19Z,8,2,1455,0
"Mod-14 Lec 38 Local Ring Isomorphism,  Equals Function Field Isomorphism,  Equals Birationality",t5p7IF1S9mY,,2016-08-26T11:10:06Z,10,0,1382,0
Mod-15 Lec 40 How Local Rings Detect Smoothness or Nonsingularity in Algebraic Geometry,wzpEO3tZJAE,,2016-08-26T11:21:12Z,14,0,1235,1
Mod-12 Lec 32 Fields of Rational Functions or Function Fields of Affine and Projective Varieties,yLuTYv8S-UU,,2016-08-26T10:40:27Z,8,0,1092,1
Mooc feedback,KgcAytRl_kU,,2016-08-24T10:36:46Z,15,0,1382,7
Mod-11 Lec-30 The Formula for the Local Ring at a Point of a Projective Variety,cVB0QsFHhqM,,2016-08-10T10:43:49Z,22,2,2874,0
Mod-11 Lec-29 The Birth of Local Rings in Geometry and in Algebra,7qNETTzVhNM,,2016-08-10T10:36:05Z,31,1,2882,1
Mod-11 Lec-28 Doing Calculus Without Limits in Geometry,uVn5WAA8eQ8,,2016-08-10T10:31:10Z,29,1,2508,0
Mod-10 Lec-27 Adding a Variable is Undone by Homogenous Localization,yjUh100FqpE,,2016-08-10T10:26:45Z,12,0,1206,0
Mod-10 Lec-26 Translating Homogeneous Localisation into Geometry and Back,D_42A3RnRWI,,2016-08-10T10:22:05Z,12,2,1311,0
Mod-10 Lec-25 Expanding the Category of Varieties,bjmk38mrBn8,,2016-08-10T10:17:10Z,15,0,1384,0
Mod-09 Lec-23 Gluing (n+1) copies of Affine n-Space to Produce Projective n-space in Topology,AfQRHoPr2Fs,,2016-07-29T08:48:30Z,19,2,2385,2
Mod-10 Lec-24 Translating Projective Geometry into Graded Rings and Homogeneous Ideals,cz8Tv6bTUGk,,2016-07-29T08:49:51Z,16,1,2285,0
Mod-09 Lec-22 The Various Avatars of Projective n-space,VvIgEAyqsWA,,2016-07-29T08:47:40Z,18,0,1973,1
Mod-05 Lec-11 Why Should We Study Affine Coordinate Rings of Functions on Affine Varieties ?,evfMfi-fe-c,,2016-07-25T11:48:23Z,32,1,3929,3
Mod-04 Lec-10 Geometric Hypersurfaces are Precisely Algebraic Hypersurfaces,_t-GulwE0Ck,,2016-07-25T11:44:38Z,32,3,3135,3
Mod-08 Lec-18 Translating Morphisms into Affines as k-Algebra maps,aSVXmbmxT4Q,,2016-07-25T11:42:48Z,16,1,1781,1
"Mod-04 Lec-08 Topological Dimension, Krull Dimension and Heights of Prime Ideals",-LaawYwdQWw,,2016-07-25T11:35:56Z,45,0,4541,4
Mod-04 Lec-09 The Ring of Polynomial Functions on an Affine Variety,b585mUCCq0k,,2016-07-25T11:41:16Z,33,2,4615,9
Mod-05 Lec-12 Capturing an Affine Variety Topologically,_s9meZlVsEU,,2016-07-25T11:50:21Z,20,1,2153,1
Mod-06 Lec-14 The Ring of Functions on a Basic Open Set in the Zariski Topology,eUA1Bh_JUsc,,2016-07-25T11:54:18Z,15,1,1938,1
Mod-06 Lec-13 Analyzing Open Sets and Basic Open Sets for the Zariski Topology,lVCM0lmcK18,,2016-07-25T11:52:23Z,23,0,2202,1
Mod-07 Lec-15 Quasi-Compactness in the Zariski Topology,ucDSP1uq2Ok,,2016-07-25T11:56:18Z,16,1,1970,2
Mod-08 Lec-17 Characterizing Affine Varieties,jblh1O9g8Ko,,2016-07-25T12:00:56Z,22,0,1815,1
Mod-07 Lec-16 What is a Global Regular Function on a Quasi-Affine Variety?,p0Yw9lK9Ufg,,2016-07-25T11:58:49Z,21,0,1852,2
Mod-08 Lec-21 Automorphisms of Affine Spaces and of Polynomial Rings - The Jacobian Conjecture,MO16Q_6axVk,,2016-07-25T12:02:58Z,16,1,2969,4
Mod-08 Lec-20 The Coordinate Ring of an Affine Variety,u2svkFbfNOs,,2016-07-26T12:09:49Z,17,0,1663,4
Mod-08 Lec-19 Morphisms into an Affine Correspond to k-Algebra Homomorphisms,4ozDnMxA2z4,,2016-07-26T12:26:21Z,16,0,1671,2
SPOC Workshop 02 07 2016,uTeiIq5_9V8,,2016-07-13T09:49:10Z,56,1,7263,4
Mod-01 Lec-01  What is Algebraic Geometry?,-MASKnQriQo,"Basic Algebraic Geometry : Varieties, Morphisms, Local Rings, Function Fields and Nonsingularity by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-07-08T11:18:07Z,509,12,59338,42
Mod-01 Lec-02 The Zariski Topology and Affine Space,ZFb5Zs3e46Q,"Basic Algebraic Geometry : Varieties, Morphisms, Local Rings, Function Fields and Nonsingularity by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-07-08T11:25:13Z,156,3,14337,17
Mod-01 Lec-03 Going back and forth between subsets and ideals,DixwONL4mrQ,"Basic Algebraic Geometry : Varieties, Morphisms, Local Rings, Function Fields and Nonsingularity by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-07-08T11:26:41Z,77,3,7116,8
Mod-02 Lec-04 Irreducibility in the Zariski Topology,0vwf7Rf_ELs,"Basic Algebraic Geometry : Varieties, Morphisms, Local Rings, Function Fields and Nonsingularity by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-07-08T11:28:07Z,65,1,5950,13
Mod-02 Lec-05 Irreducible Closed Subsets Correspond to Ideals Whose Radicals are Prime,Z4WvQ152QP8,"Basic Algebraic Geometry : Varieties, Morphisms, Local Rings, Function Fields and Nonsingularity by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-07-11T06:47:49Z,50,1,4528,2
Mod-03 Lec-06 Understanding the Zariski Topology on the Affine Line,PFHajnTjmv8,"Basic Algebraic Geometry : Varieties, Morphisms, Local Rings, Function Fields and Nonsingularity by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-07-11T07:11:24Z,50,0,4782,3
